"Test","Batch","Maquina","Usuario","Total Pasos","Pasos Lentos","Tiempo Promedio Paso (min)","Estado","Error Type","Error Message","Origen Error"
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","COMEPORTKSF15","santiago.hernandez.c","42","16","0,278","PASSED","","",""
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","COMEPORTKSF15","santiago.hernandez.c","42","17","0,265","PASSED","","",""
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","COMEPORTKSF15","santiago.hernandez.c","42","17","0,294","PASSED","","",""
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","COMEKSF006","jose.perez.fl","19","7","0,273","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Boton Caso Express / Express Case located with: xpath: //button[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')] | //a[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')]]","GoToAgentPage.java:121"
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","COMEKSF006","jose.perez.fl","22","10","0,17","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","COMEKSF006","jose.perez.fl","16","5","0,158","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=2b089c4f-06fc-4152-a20b-9fac2a7adaae","LoginWithCognito.java:104"
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","COMEKSF006","jose.perez.fl","22","10","0,257","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","COMEKSF006","jose.perez.fl","16","5","0,144","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=69412c54-f030-485b-bc74-22786c970888","LoginWithCognito.java:104"
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","COMEKSF006","jose.perez.fl","16","5","0,157","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=a9844279-0076-4602-8f47-f59d221ae4b8","LoginWithCognito.java:104"
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","COMEKSF006","jose.perez.fl","22","10","0,255","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","COMEKSF006","jose.perez.fl","22","10","0,285","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEKSF006","jose.perez.fl","16","5","0,133","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=2aace45a-b5d0-4b73-821d-a3ddc00aee04","LoginWithCognito.java:104"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEKSF006","jose.perez.fl","22","10","0,25","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEKSF006","jose.perez.fl","22","10","0,353","PASSED","Otros","[java.lang.RuntimeException] Todos los intentos fallaron al hacer clic en 'Habilitar Formulario'","ClickCasoExpress.java:235"
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMEKSF006","jose.perez.fl","16","5","0,146","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=42c4ec50-0b72-4fd2-86ec-a45d9875dcb9","LoginWithCognito.java:104"
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","COMEKSF006","jose.perez.fl","38","16","0,403","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","COMEKSF006","jose.perez.fl","33","13","0,415","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x000001f9be38f8d8@680b06e6 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '22.0.2'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","COMEKSF006","jose.perez.fl","22","10","0,223","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","COMEKSF006","jose.perez.fl","22","10","0,246","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","COMEKSF006","jose.perez.fl","22","10","0,217","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","COMEKSF006","jose.perez.fl","22","10","0,29","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMEKSF006","jose.perez.fl","22","11","0,296","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMEKSF006","jose.perez.fl","33","13","0,484","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x00000288dd48f8d8@6dc9e69b (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '22.0.2'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMEKSF006","jose.perez.fl","22","11","0,221","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMEKSF006","jose.perez.fl","22","10","0,222","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","COMEKSF006","jose.perez.fl","22","11","0,235","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","COMEKSF006","jose.perez.fl","33","14","0,488","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x000001f9be38f8d8@4d2eebd1 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '22.0.2'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","COMEKSF006","jose.perez.fl","22","10","0,245","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","COMEKSF006","jose.perez.fl","33","13","0,406","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x00000288dd48f8d8@538e7a8d (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '22.0.2'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","COMEKSF006","jose.perez.fl","16","5","0,137","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=e4355184-cdc0-4e0d-ad96-35ab6462ac6e","LoginWithCognito.java:104"
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","COMEKSF006","jose.perez.fl","33","14","0,447","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x0000016de6494238@23316046 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '22.0.2'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","COMEKSF006","jose.perez.fl","22","10","0,173","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","COMEKSF006","jose.perez.fl","19","8","0,319","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Boton Caso Express / Express Case located with: xpath: //button[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')] | //a[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')]]","GoToAgentPage.java:121"
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","COMEKSF006","jose.perez.fl","22","11","0,188","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","COMEKSF006","jose.perez.fl","19","8","0,266","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Boton Caso Express / Express Case located with: xpath: //button[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')] | //a[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')]]","GoToAgentPage.java:121"
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","COMEKSF006","jose.perez.fl","22","11","0,246","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","COMEKSF006","jose.perez.fl","19","8","0,282","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Boton Caso Express / Express Case located with: xpath: //button[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')] | //a[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')]]","GoToAgentPage.java:121"
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","COMEKSF006","jose.perez.fl","22","10","0,254","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","COMEKSF006","jose.perez.fl","19","8","0,33","FAILED","Validacion","[java.lang.AssertionError] 
Expected: an element that is visible
     but: no matching element found by [Boton Caso Express / Express Case located with: xpath: //button[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')] | //a[contains(normalize-space(.), 'Express Case') or contains(normalize-space(.), 'Caso Express')]]","GoToAgentPage.java:121"
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","COMEKSF006","jose.perez.fl","22","11","0,176","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","COMEKSF006","jose.perez.fl","33","13","0,382","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x0000016de6494238@7ed14356 (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '22.0.2'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","COMEKSF006","jose.perez.fl","22","10","0,137","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","COMEKSF006","jose.perez.fl","22","11","0,236","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","COMEKSF006","jose.perez.fl","22","11","0,191","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","COMEKSF006","jose.perez.fl","22","11","0,25","PASSED","Otros","[java.lang.RuntimeException] Todos los intentos fallaron al hacer clic en 'Habilitar Formulario'","ClickCasoExpress.java:235"
"Test Usuario 22 - VICHADA - PUERTO CARREÃ‘O - AUTOS - CAMBIO DE BATERIA","batch22","COMEKSF006","jose.perez.fl","22","11","0,212","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 40 - PUTUMAYO - MOCOA - HOGARES - TRASLADO DE BIENES","batch40","COMEKSF006","jose.perez.fl","22","11","0,246","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 48 - MAGDALENA - CIENAGA - HOGARES - ORIENTACION JURIDICA TELEFONICA","batch48","COMEKSF006","jose.perez.fl","22","11","0,279","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 05 - CUNDINAMARCA - SOACHA - AUTOS - AMBULANCIA","batch5","COMEKSF006","jose.perez.fl","22","11","0,207","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 04 - ATLANTICO - BARANOA - AUTOS - FRENOS","batch4","COMEKSF006","jose.perez.fl","33","15","0,453","PASSED","UI","[org.openqa.selenium.TimeoutException] Expected condition failed: waiting for com.sara.automation.interactions.OneScriptDynamicElements$$Lambda/0x000002198238ef80@c33419d (tried for 10 second(s) with 500 milliseconds interval)
Build info: version: '4.6.0', revision: '79f1c02ae20'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '22.0.2'
Driver info: net.thucydides.core.webdriver.DevToolsWebDriverFacade","OneScriptDynamicElements.java:111"
"Test Usuario 38 - VAUPES - MITU - HOGARES - VIGILANTE SP","batch38","COMEKSF006","jose.perez.fl","22","11","0,216","FAILED","Data","[java.lang.RuntimeException] No se encontro el iframe OneScript para continuar con el formulario","SwitchToOneScriptIframe.java:63"
"Test Usuario 49 - BOLIVAR - TURBACO - HOGARES - ORIENTACION MEDICA TELEFONICA","batch49","COMEKSF006","jose.perez.fl","16","5","0,19","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=eb4ab711-0add-43a4-9eb2-824b08320ccc","LoginWithCognito.java:104"
"Test Usuario 46 - NORTE DE SANTANDER - ARBOLEDAS - HOGARES - ASESORIA PSICOLOGICA","batch46","COMEKSF006","jose.perez.fl","16","5","0,175","PASSED","Validacion","[java.lang.AssertionError] Login NO completado: la app no quedÃ³ autenticada/cargada tras enviar las credenciales (credenciales invÃ¡lidas, error de Cognito o redirecciÃ³n OAuth incompleta). URL actual: https://asistenciaapp.kit.sura-konecta.com/auth?code=9e7ebe7a-4910-4ceb-9f29-ad7f9680c421","LoginWithCognito.java:104"
"Test Usuario 09 - BOLIVAR - CARTAGENA LAGUNA CLUB - AUTOS - DESPLAZAMIENTO POR HORAS","batch9","COMZADMPT020","jorge.caicedo","42","18","0,274","PASSED","","",""
"Test Usuario 18 - CESAR - VALLEDUPAR - AUTOS - TRASLADO VEHICULO DE REEMPLAZO","batch18","COMZADMPT020","jorge.caicedo","42","16","0,273","PASSED","","",""
"Test Usuario 07 - NORTE DE SANTANDER - CUCUTA - AUTOS - CAMBIO LLANTAS","batch7","COMZADMPT020","jorge.caicedo","42","16","0,297","PASSED","","",""
"Test Usuario 25 - AMAZONAS - ARARA - AUTOS - MANTENIMIENTO PREVENTIVO","batch25","COMZADMPT020","jorge.caicedo","42","16","0,265","PASSED","","",""
"Test Usuario 35 - BOLIVAR - TURBACO - HOGARES - ORIENTACION DIGITAL","batch35","COMZADMPT020","jorge.caicedo","42","17","0,269","PASSED","","",""
"Test Usuario 24 - VAUPÃ‰S - MITÃš - AUTOS - INSTALACION","batch24","COMZADMPT020","jorge.caicedo","42","16","0,265","PASSED","","",""
"Test Usuario 06 - SANTANDER - BUCARAMANGA - AUTOS - GRUA","batch6","COMZADMPT020","jorge.caicedo","42","17","0,294","PASSED","","",""
"Test Usuario 36 - NARIÃ‘O - IPIALES - HOGARES - FACILITADOR VIRTUAL","batch36","COMZADMPT020","jorge.caicedo","42","16","0,26","PASSED","","",""
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMZADMPT020","jorge.caicedo","42","16","0,275","PASSED","","",""
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMZADMPT020","jorge.caicedo","42","16","0,248","PASSED","","",""
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMZADMPT020","jorge.caicedo","42","16","0,265","PASSED","","",""
"Test Usuario 45 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - REVISION Y REDACCION DE CONTRATOS","batch45","COMZADMPT020","jorge.caicedo","42","16","0,265","PASSED","","",""
"Test Usuario 16 - SUCRE - SINCELEJO - AUTOS - DESPLAZAMIENTO VIAJERO","batch16","COMZADMPT020","jorge.caicedo","42","16","0,265","PASSED","","",""
"Test Usuario 14 - TOLIMA - IBAGUE - AUTOS - CONDUCTOR FAMILIAR","batch14","COMZADMPT020","jorge.caicedo","38","15","0,298","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Programado' por timeout","ClickEstadoProgramado.java:129"
"Test Usuario 01 - ANTIOQUIA - MEDELLIN - AUTOS - PASO DE GASOLINA","batch1","COMZADMPT020","jorge.caicedo","40","18","0,449","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 03 - VALLE DEL CAUCA - BAJO CALIMA - AUTOS - MECANICA BASICA","batch3","COMZADMPT020","jorge.caicedo","41","19","0,35","FAILED","UI","[java.lang.RuntimeException] Fallo la transicion a 'Finalizado' por timeout","ClickEstadoFinalizado.java:129"
"Test Usuario 32 - SANTANORTE DE SANTANDER  - ARBOLEDAS - HOGARES - RETIRO DE ESCOMBROS","batch32","COMZADMPT020","jorge.caicedo","42","15","0,249","PASSED","","",""
"Test Usuario 26 - PUTUMAYO - MOCOA - HOGARES - ATENCION VIRTUAL HOGAR","batch26","COMZADMPT020","jorge.caicedo","42","16","0,256","PASSED","","",""
"Test Usuario 47 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - CONSEJERIA FAMILIAR VIRTUAL O TELEFONICO","batch47","COMZADMPT020","jorge.caicedo","42","17","0,281","PASSED","","",""
"Test Usuario 13 - RISARALDA - PEREIRA - AUTOS - CONDUCTOR PROFESIONAL","batch13","COMZADMPT020","jorge.caicedo","42","16","0,261","PASSED","","",""
"Test Usuario 31 - CUNDINAMARCA - ZIPAQUIRA - HOGARES - VIDRIERO","batch31","COMZADMPT020","jorge.caicedo","42","16","0,26","PASSED","","",""
"Test Usuario 33 - NORTE DE SANTANDER - OCAÃ‘A - HOGARES - DESAGUE POR INUNDACION","batch33","COMZADMPT020","jorge.caicedo","42","15","0,253","PASSED","","",""
"Test Usuario 42 - ANTIOQUIA - ENVIGADO - HOGARES - SERVICIOS EXEQUIAL","batch42","COMZADMPT020","jorge.caicedo","42","16","0,271","PASSED","","",""
"Test Usuario 02 - BOGOTA - BOGOTA - AUTOS - ABOGADO EN SITIO","batch2","COMZADMPT020","jorge.caicedo","40","18","0,451","PASSED","Otros","[java.lang.RuntimeException] No fue posible esperar el siguiente estado con until","TransicionarEstadosCaso.java:409"
"Test Usuario 39 - AMAZONAS - ARARA - HOGARES - HOSPEDAJE VIAJERO","batch39","COMZADMPT020","jorge.caicedo","42","16","0,272","PASSED","","",""
"Test Usuario 21 - CASANARE - CARIBAYONA - AUTOS - DIAGNOSTICO VEHICULO","batch21","COMZADMPT020","jorge.caicedo","42","16","0,265","PASSED","","",""
"Test Usuario 10 - NARIÃ‘O - PASTO - AUTOS - FACILITADOR VIRTUAL","batch10","COMZADMPT020","jorge.caicedo","42","16","0,271","PASSED","","",""
"Test Usuario 43 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - GASTOS DE MUDANZA","batch43","COMZADMPT020","jorge.caicedo","42","16","0,279","PASSED","","",""
"Test Usuario 27 - ANTIOQUIA - ENVIGADO - HOGARES - ABOGADO EN SITIO","batch27","COMZADMPT020","jorge.caicedo","42","16","0,266","PASSED","","",""
"Test Usuario 41 - ANTIOQUIA - ENVIGADO - HOGARES - SECADO DE ALFOMBRAS","batch41","COMZADMPT020","jorge.caicedo","42","16","0,277","PASSED","","",""
"Test Usuario 20 - ARAUCA - PANAMA DE ARAUCA - AUTOS - PARQUEADERO","batch20","COMZADMPT020","jorge.caicedo","42","16","0,274","PASSED","","",""
"Test Usuario 11 - CAUCA - ALMAGUER - AUTOS - ABOGADO VIRTUAL","batch11","COMZADMPT020","jorge.caicedo","42","15","0,26","PASSED","","",""
"Test Usuario 12 - QUINDIO - ARMENIA - AUTOS - ORIENTACION JURIDICA TELEFONICA AUTOS","batch12","COMZADMPT020","jorge.caicedo","42","16","0,269","PASSED","","",""
"Test Usuario 30 - ATLANTICO - AGUADA DE PABLO - HOGARES - CERRAJERO HO","batch30","COMZADMPT020","jorge.caicedo","42","16","0,26","PASSED","","",""
"Test Usuario 37 - VICHADA - PUERTO CARREÃ‘O - HOGARES - VIGILANTE","batch37","COMZADMPT020","jorge.caicedo","42","16","0,273","PASSED","","",""
"Test Usuario 34 - MAGDALENA - CIÃ‰NAGA - HOGARES - ASESORIA JURIDICA PRESENCIAL","batch34","COMZADMPT020","jorge.caicedo","42","17","0,269","PASSED","","",""
"Test Usuario 23 - VICHADA - PUERTO CARREÃ‘O  - AUTOS - CAMBIO DE DISPOSITIVO","batch23","COMZADMPT020","jorge.caicedo","42","16","0,267","PASSED","","",""
"Test Usuario 19 - GUAJIRA - RIOHACHA - AUTOS - RESCATE PARQUEADERO","batch19","COMZADMPT020","jorge.caicedo","42","16","0,258","PASSED","","",""
"Test Usuario 17 - CORDOBA - ABROJAL - AUTOS - HOSPEDAJE VIAJERO","batch17","COMZADMPT020","jorge.caicedo","42","14","0,249","PASSED","","",""
"Test Usuario 08 - MAGDALENA - SANTA MARTA - AUTOS - CERRAJERO AUTOS COMPLEJIDAD BAJA","batch8","COMZADMPT020","jorge.caicedo","42","17","0,29","PASSED","","",""
"Test Usuario 29 - VALLE DEL CAUCA - CACHIMBAL - HOGARES - PLOMERO","batch29","COMZADMPT020","jorge.caicedo","42","16","0,26","PASSED","","",""
"Test Usuario 15 - META - VILLAVICENCIO - AUTOS - ESTANCIA CONDUCTOR POR HURTO","batch15","COMZADMPT020","jorge.caicedo","42","18","0,274","PASSED","","",""
