"Test","Batch","Maquina","Usuario","Descripcion","Accion","Elemento","Valor","Tiempo (ms)","Tiempo (s)","Tiempo (min)","Estado","Error Type","Error Message","Origen Error","Archivo Origen"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","72669","72,67","1,211","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","531","0,53","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","473","0,47","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","3345","3,34","0,056","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","57799","57,80","0,963","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Calle 33 # 4-31' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Calle 33 # 4-31","418","0,42","0,007","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Carrera 79 # 81-12' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Carrera 79 # 81-12","471","0,47","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio NormandÃ­a, Apt. 36' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio NormandÃ­a, Apt. 36","479","0,48","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio Los Ãngeles, Torre E' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio Los Ãngeles, Torre E","631","0,63","0,011","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Kia' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Kia","665","0,66","0,011","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","403","0,40","0,007","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'OBS-992631891442771' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-992631891442771","555","0,56","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","806","0,81","0,013","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","84020","84,02","1,4","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","83986","83,99","1,4","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","200","0,20","0,003","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","371","0,37","0,006","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","467","0,47","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","11689","11,69","0,195","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","106442","106,44","1,774","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","106411","106,41","1,774","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara click estado programado","Click/Selecciona","estado programado","N/A","17702","17,70","0,295","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","17354","17,35","0,289","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","17745","17,74","0,296","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","17610","17,61","0,294","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","424","0,42","0,007","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 44 - ATLANTICO - AGUADA DE PABLO - HOGARES - SEGUIMIENTO A LA REPARACION","batch44","COMEPORTKSF15","santiago.hernandez.c","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","396","0,40","0,007","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","1","0,00","0","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","5265","5,26","0,088","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Abre la pagina de casos","Otra","N/A","N/A","4714","4,71","0,079","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","4679","4,68","0,078","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","11576","11,58","0,193","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","11266","11,27","0,188","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","1106","1,11","0,018","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'pruebas13' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas13","597","0,60","0,01","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","472","0,47","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Ae5@Y1wJ8!' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Ae5@Y1wJ8!","469","0,47","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","648","0,65","0,011","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","And navega a agent","Ejecuta","And navega a agent","N/A","8650","8,65","0,144","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Navega a la pagina de agent","Otra","N/A","N/A","8603","8,60","0,143","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://asistenciaapp.kit.sura-konecta.com/agent","Abre","https://asistenciaapp.kit.sura-konecta.com/agent","N/A","1608","1,61","0,027","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| NARIÃ‘O | IPIALES | NO | NO | HOGARES | PLAN DE ACCION |","Ejecuta","And diligencia caso express completo desde feature
| departamento_solicita | municipio_solicita | servicios_especiales | gestor_coordinacion | linea | servicio |
| NARIÃ‘O | IPIALES | NO | NO | HOGARES | PLAN DE ACCION |","N/A","72961","72,96","1,216","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Abrir Caso Express, seleccionar asistencia, entrar al iframe, habilitar y diligenciar en orden","Otra","N/A","N/A","72569","72,57","1,209","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Boton Caso Express / Express Case","Click/Selecciona","Boton Caso Express / Express Case","N/A","1181","1,18","0,02","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Formulario CreaciÃ³n de Casos (ASISTENCIA)","Click/Selecciona","Formulario CreaciÃ³n de Casos (ASISTENCIA)","N/A","1366","1,37","0,023","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","1056","1,06","0,018","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara fill caso express form in order","Completa","Sara fill caso express form in order","N/A","59517","59,52","0,992","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Calle 97 # 27-30' into DirecciÃ³n servicio","Escribe","DirecciÃ³n servicio","Calle 97 # 27-30","805","0,80","0,013","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Carrera 15 # 11-79' into DirecciÃ³n del destino","Escribe","DirecciÃ³n del destino","Carrera 15 # 11-79","738","0,74","0,012","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio La Castellana, Apt. 37' into Detalle direcciÃ³n destino","Escribe","Detalle direcciÃ³n destino","Barrio La Castellana, Apt. 37","710","0,71","0,012","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Barrio La Castellana, Torre E' into Detalle direcciÃ³n servicio","Escribe","Detalle direcciÃ³n servicio","Barrio La Castellana, Torre E","514","0,51","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Fiat' into Marca vehÃ­culo","Escribe","Marca vehÃ­culo","Fiat","401","0,40","0,007","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'produccion' into UbicaciÃ³n servicio","Escribe","UbicaciÃ³n servicio","produccion","491","0,49","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'OBS-282175674210743' into ObservaciÃ³n final del caso","Escribe","ObservaciÃ³n final del caso","OBS-282175674210743","1029","1,03","0,017","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Guardar Formulario","Click/Selecciona","Guardar Formulario","N/A","1394","1,39","0,023","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","Ejecuta","And diligenciamos el proveedor
| Nombre del proveedor | Servicio |
| PROVEEDOR PRUEBA | TOMA SERVICIO |","N/A","85737","85,74","1,429","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Gestionar proveedor: abrir tab, crear, seleccionar nombre/respuesta y guardar","Otra","N/A","N/A","85705","85,70","1,428","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara switch to one script iframe","Navega/Cambia","one script iframe","N/A","483","0,48","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara enters '60' into Tiempo Monitoreo Sitio (Minutos)","Escribe","Tiempo Monitoreo Sitio (Minutos)","60","556","0,56","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on Guardar Proveedor","Click/Selecciona","Guardar Proveedor","N/A","553","0,55","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara click guardar en iframe","Click/Selecciona","guardar en iframe","N/A","11415","11,42","0,19","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","And transicionamos los estados del caso","Ejecuta","And transicionamos los estados del caso","N/A","92568","92,57","1,543","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Transicionar caso adaptativo: detecta ruta y ejecuta secuencia correcta","Otra","N/A","N/A","92534","92,53","1,542","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara click estado programado","Click/Selecciona","estado programado","N/A","16343","16,34","0,272","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara click estado aceptado desplazamiento","Click/Selecciona","estado aceptado desplazamiento","N/A","17184","17,18","0,286","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara click estado concluido","Click/Selecciona","estado concluido","N/A","17544","17,54","0,292","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Sara click estado finalizado","Click/Selecciona","estado finalizado","N/A","16985","16,98","0,283","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","And Se valida que quede en estado ""Abierto""","Ejecuta","And Se valida que quede en estado ""Abierto""","N/A","495","0,50","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 50 - NARIÃ‘O - IPIALES - HOGARES - PLAN DE ACCION","batch50","COMEPORTKSF15","santiago.hernandez.c","Validar que el caso quede en estado 'Sara'","Otra","N/A","N/A","475","0,48","0,008","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Given el actor tiene un navegador disponible","Ejecuta","Given el actor tiene un navegador disponible","N/A","2","0,00","0","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","When abre la pagina de casos","Ejecuta","When abre la pagina de casos","N/A","4345","4,34","0,072","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Abre la pagina de casos","Otra","N/A","N/A","4327","4,33","0,072","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","4302","4,30","0,072","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","And realiza login con credenciales","Ejecuta","And realiza login con credenciales","N/A","14611","14,61","0,244","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Login con Cognito usando credenciales","Ejecuta","Login con Cognito usando credenciales","N/A","14563","14,56","0,243","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara opens the browser at https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","Abre","https://us-east-1s66ymlwwk.auth.us-east-1.amazoncognito.com/login?client_id=2hfo5293cfbh1h9fbe9m7g07dn&response_type=code&scope=email+openid+profile&redirect_uri=https%3A%2F%2Fasistenciaapp.kit.sura-konecta.com%2Fauth","N/A","3026","3,03","0,05","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'pruebas32' into Campo de usuario de Cognito","Escribe","Campo de usuario de Cognito","pruebas32","557","0,56","0,009","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on BotÃ³n siguiente de Cognito","Click/Selecciona","BotÃ³n siguiente de Cognito","N/A","793","0,79","0,013","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara enters 'Zn7$D1mS9#' into Campo de contraseÃ±a de Cognito","Escribe","Campo de contraseÃ±a de Cognito","Zn7$D1mS9#","1243","1,24","0,021","SUCCESS","","","","step_details_20260619_141115.xlsx"
"Test Usuario 28 - ANTIOQUIA - ENVIGADO - HOGARES - ELECTRICISTA","batch28","COMEPORTKSF15","santiago.hernandez.c","Sara clicks on BotÃ³n continuar de Cognito","Click/Selecciona","BotÃ³n continuar de Cognito","N/A","3299","3,30","0,055","SUCCESS","","","","step_details_20260619_141115.xlsx"
